,match_id,Date,ground_id,home_team_id,home_team_name,away_team_id,away_team_name,player_name,player_id,team_id,bowling_style,batting_style
0,1216520,2020-10-26,848,0,Kolkata Knight Riders,0,Kings XI Punjab,Shubman Gill,95316,1070173,ob,rhb
1,1216520,2020-10-26,848,0,Kolkata Knight Riders,0,Kings XI Punjab,Nitish Rana,70411,604527,ob,lhb
2,1216520,2020-10-26,848,0,Kolkata Knight Riders,0,Kings XI Punjab,Rahul Tripathi,61999,446763,rm,rhb
3,1216520,2020-10-26,848,0,Kolkata Knight Riders,0,Kings XI Punjab,Dinesh Karthik,8813,30045,ob,rhb
4,1216520,2020-10-26,848,0,Kolkata Knight Riders,0,Kings XI Punjab,Eoin Morgan,47055,24598,rm,lhb
5,1216520,2020-10-26,848,0,Kolkata Knight Riders,0,Kings XI Punjab,Sunil Narine,49039,230558,ob,lhb
6,1216520,2020-10-26,848,0,Kolkata Knight Riders,0,Kings XI Punjab,Kamlesh Nagarkoti,95323,1070188,rf,rhb
7,1216520,2020-10-26,848,0,Kolkata Knight Riders,0,Kings XI Punjab,Pat Cummins,64244,489889,rf,rhb
8,1216520,2020-10-26,848,0,Kolkata Knight Riders,0,Kings XI Punjab,Lockie Ferguson,64402,493773,rf,rhb
9,1216520,2020-10-26,848,0,Kolkata Knight Riders,0,Kings XI Punjab,Varun Chakravarthy,98673,1108375,lbg,rhb
10,1216520,2020-10-26,848,0,Kolkata Knight Riders,0,Kings XI Punjab,Prasidh Krishna,84635,917159,rmf,rhb
11,1216520,2020-10-26,848,0,Kings XI Punjab,0,Kolkata Knight Riders,KL Rahul,60530,422108,,rhb
12,1216520,2020-10-26,848,0,Kings XI Punjab,0,Kolkata Knight Riders,Mandeep Singh,59601,398506,rm,rhb
13,1216520,2020-10-26,848,0,Kings XI Punjab,0,Kolkata Knight Riders,Chris Gayle,7568,51880,ob,lhb
14,1216520,2020-10-26,848,0,Kings XI Punjab,0,Kolkata Knight Riders,Nicholas Pooran,70405,604302,,lhb
15,1216520,2020-10-26,848,0,Kings XI Punjab,0,Kolkata Knight Riders,Glenn Maxwell,54222,325026,ob,rhb
16,1216520,2020-10-26,848,0,Kings XI Punjab,0,Kolkata Knight Riders,Deepak Hooda,64479,497121,ob,rhb
17,1216520,2020-10-26,848,0,Kings XI Punjab,0,Kolkata Knight Riders,Chris Jordan,51421,288992,rfm,rhb
18,1216520,2020-10-26,848,0,Kings XI Punjab,0,Kolkata Knight Riders,Murugan Ashwin,66116,528067,lbg,rhb
19,1216520,2020-10-26,848,0,Kings XI Punjab,0,Kolkata Knight Riders,Ravi Bishnoi,104770,1175441,lbg,rhb
20,1216520,2020-10-26,848,0,Kings XI Punjab,0,Kolkata Knight Riders,Mohammed Shami,63646,481896,rf,rhb
21,1216520,2020-10-26,848,0,Kings XI Punjab,0,Kolkata Knight Riders,Arshdeep Singh,101430,1125976,lmf,lhb
