,match_id,Date,ground_id,home_team_id,home_team_name,away_team_id,away_team_name,player_name,player_id,team_id,bowling_style,batting_style
0,1216518,2020-10-22,2439,0,Rajasthan Royals,0,Sunrisers Hyderabad,Robin Uthappa,8742,35582,rm,rhb
1,1216518,2020-10-22,2439,0,Rajasthan Royals,0,Sunrisers Hyderabad,Ben Stokes,53320,311158,rfm,lhb
2,1216518,2020-10-22,2439,0,Rajasthan Royals,0,Sunrisers Hyderabad,Sanju Samson,60806,425943,,rhb
3,1216518,2020-10-22,2439,0,Rajasthan Royals,0,Sunrisers Hyderabad,Jos Buttler,53271,308967,,rhb
4,1216518,2020-10-22,2439,0,Rajasthan Royals,0,Sunrisers Hyderabad,Steven Smith,50281,267192,lbg,rhb
5,1216518,2020-10-22,2439,0,Rajasthan Royals,0,Sunrisers Hyderabad,Riyan Parag,96392,1079434,lb,rhb
6,1216518,2020-10-22,2439,0,Rajasthan Royals,0,Sunrisers Hyderabad,Rahul Tewatia,60628,423838,lb,lhb
7,1216518,2020-10-22,2439,0,Rajasthan Royals,0,Sunrisers Hyderabad,Jofra Archer,72379,669855,rf,rhb
8,1216518,2020-10-22,2439,0,Rajasthan Royals,0,Sunrisers Hyderabad,Shreyas Gopal,56596,344580,lb,rhb
9,1216518,2020-10-22,2439,0,Rajasthan Royals,0,Sunrisers Hyderabad,Ankit Rajpoot,69114,591650,rm,rhb
10,1216518,2020-10-22,2439,0,Rajasthan Royals,0,Sunrisers Hyderabad,Kartik Tyagi,101306,1122918,rmf,rhb
11,1216518,2020-10-22,2439,0,Sunrisers Hyderabad,0,Rajasthan Royals,David Warner,48739,219889,lb,lhb
12,1216518,2020-10-22,2439,0,Sunrisers Hyderabad,0,Rajasthan Royals,Jonny Bairstow,52161,297433,rm,rhb
13,1216518,2020-10-22,2439,0,Sunrisers Hyderabad,0,Rajasthan Royals,Manish Pandey,51454,290630,rm,rhb
14,1216518,2020-10-22,2439,0,Sunrisers Hyderabad,0,Rajasthan Royals,Vijay Shankar,63509,477021,rm,rhb
15,1216518,2020-10-22,2439,0,Sunrisers Hyderabad,0,Rajasthan Royals,Priyam Garg,95319,1070180,rm,rhb
16,1216518,2020-10-22,2439,0,Sunrisers Hyderabad,0,Rajasthan Royals,Abdul Samad,104814,1175485,lb,rhb
17,1216518,2020-10-22,2439,0,Sunrisers Hyderabad,0,Rajasthan Royals,Jason Holder,59339,391485,rmf,rhb
18,1216518,2020-10-22,2439,0,Sunrisers Hyderabad,0,Rajasthan Royals,Rashid Khan,79159,793463,lbg,rhb
19,1216518,2020-10-22,2439,0,Sunrisers Hyderabad,0,Rajasthan Royals,Sandeep Sharma,61797,438362,rm,rhb
20,1216518,2020-10-22,2439,0,Sunrisers Hyderabad,0,Rajasthan Royals,T Natarajan,79597,802575,lm,lhb
21,1216518,2020-10-22,2439,0,Sunrisers Hyderabad,0,Rajasthan Royals,Shahbaz Nadeem,15308,31872,sla,rhb
